context,layer,method,scope,block_size,promotion_target,topk,warmup,measurements,kernel_launches,median_ms,p5_ms,p95_ms,mean_ms,std_ms
16384,17,two_pass_plus_topk,indexer_topk,128,0.1,512,50,500,5,0.0861760005354881,0.0779807977378368,0.0993279963731765,0.0883857917487621,0.008371270235898
16384,17,two_pass_kernel,kernel,128,0.1,1024,50,500,4,0.0614719986915588,0.0604160018265247,0.0645631995052098,0.0624981115087866,0.0067186325753935
16384,17,two_pass_plus_topk,indexer_topk,128,0.1,1024,50,500,5,0.0860959999263286,0.0838063973933458,0.0972848027944564,0.0893541121035814,0.0060748006141095
16384,17,two_pass_kernel,kernel,128,0.1,2048,50,500,4,0.0606399998068809,0.0593920014798641,0.0655359998345375,0.0614862720966339,0.0028881979036663
16384,17,two_pass_plus_topk,indexer_topk,128,0.1,2048,50,500,5,0.0870399996638298,0.0767024029046297,0.1034911982715129,0.0896786551475525,0.0108122286939889
16384,17,two_pass_kernel,kernel,128,0.15,512,50,500,4,0.0604160018265247,0.0593920014798641,0.0655391998589038,0.061208384335041,0.0026849110885666
16384,17,two_pass_plus_topk,indexer_topk,128,0.15,512,50,500,5,0.0901120007038116,0.074752002954483,0.1034655980765819,0.0899815040677785,0.0114373576652209
16384,17,two_pass_kernel,kernel,128,0.15,1024,50,500,4,0.0614559985697269,0.0604160018265247,0.0665600001811981,0.0623424634039402,0.0026980879447262
16384,17,two_pass_plus_topk,indexer_topk,128,0.15,1024,50,500,5,0.0870399996638298,0.0828479975461959,0.0983040034770965,0.0894035200178623,0.0063536856698172
16384,17,two_pass_kernel,kernel,128,0.15,2048,50,500,4,0.0605439990758895,0.0593920014798641,0.0655359998345375,0.0614276481345295,0.0027386855685138
16384,17,two_pass_plus_topk,indexer_topk,128,0.15,2048,50,500,5,0.089088000357151,0.0808959975838661,0.099340796470642,0.0899543041139841,0.007141584005017
16384,17,two_pass_kernel,kernel,128,0.2,512,50,500,4,0.061439998447895,0.0603824015706777,0.0655359998345375,0.062212607525289,0.0027610772279277
16384,17,two_pass_plus_topk,indexer_topk,128,0.2,512,50,500,5,0.0860159993171691,0.0829439982771873,0.0983040034770965,0.0894289919734001,0.0065150412800676
16384,17,two_pass_kernel,kernel,128,0.2,1024,50,500,4,0.061439998447895,0.0595183987170457,0.0655359998345375,0.0618463358655571,0.0026515274617703
16384,17,two_pass_plus_topk,indexer_topk,128,0.2,1024,50,500,5,0.089088000357151,0.0849919989705085,0.0942080020904541,0.089016064107418,0.0040795360205874
16384,17,two_pass_kernel,kernel,128,0.2,2048,50,500,4,0.0612160004675388,0.0593920014798641,0.0675840005278587,0.0618684161305427,0.0042589878527553
16384,17,two_pass_plus_topk,indexer_topk,128,0.2,2048,50,500,5,0.0933120027184486,0.076798403635621,0.1003583967685699,0.0897637128829956,0.0093631744736159
32768,17,two_pass_kernel,kernel,32,0.05,512,50,500,4,0.0604160018265247,0.0581407994031906,0.0645119994878768,0.0605797123089432,0.002974253904313
32768,17,two_pass_plus_topk,indexer_topk,32,0.05,512,50,500,5,0.1351680010557174,0.1331200003623962,0.1423711962997913,0.1357359342873096,0.0033531622480906
32768,17,two_pass_kernel,kernel,32,0.05,1024,50,500,4,0.0602880008518695,0.0583680011332035,0.064640000462532,0.0606205443590879,0.003274360524541
32768,17,two_pass_plus_topk,indexer_topk,32,0.05,1024,50,500,5,0.1351680010557174,0.1331840008497238,0.1435871981084346,0.1362257264256477,0.0033680001924166
32768,17,two_pass_kernel,kernel,32,0.05,2048,50,500,4,0.0604160018265247,0.0583680011332035,0.0645231995731592,0.0607031044140458,0.0028296987266674
32768,17,two_pass_plus_topk,indexer_topk,32,0.05,2048,50,500,5,0.134832002222538,0.1324127949774265,0.1423359960317611,0.1354638057649135,0.0033550423096376
32768,17,two_pass_kernel,kernel,32,0.1,512,50,500,4,0.0593920014798641,0.0573440007865428,0.0634575989097356,0.0598573445826768,0.0029008892067722
32768,17,two_pass_plus_topk,indexer_topk,32,0.1,512,50,500,5,0.1341439932584762,0.132095992565155,0.1413120031356811,0.1347801581323146,0.0031187560563188
32768,17,two_pass_kernel,kernel,32,0.1,1024,50,500,4,0.0593920014798641,0.0575999990105629,0.0635007992386817,0.0599357445985078,0.0025342504169477
32768,17,two_pass_plus_topk,indexer_topk,32,0.1,1024,50,500,5,0.149504005908966,0.1465904057025909,0.1669184044003486,0.1522940171360969,0.0118613847151573
32768,17,two_pass_kernel,kernel,32,0.1,2048,50,500,4,0.0594559982419014,0.0583680011332035,0.063764800876379,0.0601901445761322,0.0024746869884673
32768,17,two_pass_plus_topk,indexer_topk,32,0.1,2048,50,500,5,0.1341439932584762,0.132095992565155,0.1402879953384399,0.1346951017975807,0.0029203447061926
32768,17,two_pass_kernel,kernel,32,0.15,512,50,500,4,0.0593920014798641,0.0574704017490148,0.0637216005474328,0.0602004485726356,0.0034383701827931
32768,17,two_pass_plus_topk,indexer_topk,32,0.15,512,50,500,5,0.1343040019273758,0.1322544008493423,0.1410383939743041,0.1352732783257961,0.0033183684562343
32768,17,two_pass_kernel,kernel,32,0.15,1024,50,500,4,0.0604160018265247,0.0584000013768672,0.0645151995122432,0.0606805765852332,0.0027016467813282
32768,17,two_pass_plus_topk,indexer_topk,32,0.15,1024,50,500,5,0.1341599971055984,0.1322544008493423,0.1423871964216231,0.1353253740668296,0.0038085427732062
32768,17,two_pass_kernel,kernel,32,0.15,2048,50,500,4,0.0593920014798641,0.0574080012738704,0.0645119994878768,0.0598970885127782,0.0031033759234701
32768,17,two_pass_plus_topk,indexer_topk,32,0.15,2048,50,500,5,0.1341439932584762,0.132095992565155,0.1412512026727199,0.1348276461958885,0.0038923901723417
32768,17,two_pass_kernel,kernel,32,0.2,512,50,500,4,0.0593920014798641,0.0582400001585483,0.0634975992143154,0.0600076165422797,0.0026120588583697
32768,17,two_pass_plus_topk,indexer_topk,32,0.2,512,50,500,5,0.1341439932584762,0.132095992565155,0.1406431980431079,0.1346932460069656,0.0031203123858203
32768,17,two_pass_kernel,kernel,32,0.2,1024,50,500,4,0.0593920014798641,0.0573440007865428,0.0627536006271838,0.0596284806132316,0.0025542322335398
32768,17,two_pass_plus_topk,indexer_topk,32,0.2,1024,50,500,5,0.1402560025453567,0.136153594404459,0.1464703977108001,0.1403911673128605,0.0033569923295504
32768,17,two_pass_kernel,kernel,32,0.2,2048,50,500,4,0.0592000000178813,0.0573440007865428,0.0625967998057603,0.0595703685432672,0.0033964837087172
